provider	category	event_id	version	event(fields)	event_type	description
MSDATL3.1	{87B93A45-1F73-EC83-7261-2DFC972D9B1E}	17	0	Bid2Etw_MSDATL3_1_Trace_TextA(UInt32 ModID, Object msgStr)	TextA	MSDATL3.1 formatted output (A)
MSDATL3.1	{87B93A45-1F73-EC83-7261-2DFC972D9B1E}	18	0	Bid2Etw_MSDATL3_1_Trace_TextW(UInt32 ModID, Object msgStr)	TextW	MSDATL3.1 formatted output (W)
