provider	category	event_id	version	event(fields)	event_type	description
MSADCO.1	{5C6CE735-1B3E-705E-C2AB-B272D99AAF8F}	17	0	Bid2Etw_MSADCO_1_Trace_TextA(UInt32 ModID, Object msgStr)	TextA	MSADCO.1 formatted output (A)
MSADCO.1	{5C6CE735-1B3E-705E-C2AB-B272D99AAF8F}	18	0	Bid2Etw_MSADCO_1_Trace_TextW(UInt32 ModID, Object msgStr)	TextW	MSADCO.1 formatted output (W)
