provider	category	event_id	version	event(fields)	event_type	description
MSDAPRST.1	{64A552E1-6C60-B907-E59C-10F1DFF76B0D}	17	0	Bid2Etw_MSDAPRST_1_Trace_TextA(UInt32 ModID, Object msgStr)	TextA	MSDAPRST.1 formatted output (A)
MSDAPRST.1	{64A552E1-6C60-B907-E59C-10F1DFF76B0D}	18	0	Bid2Etw_MSDAPRST_1_Trace_TextW(UInt32 ModID, Object msgStr)	TextW	MSDAPRST.1 formatted output (W)
