provider	category	event_id	version	event(fields)	event_type	description
Windows Notification Facility Provider	{42695762-ea50-497a-9068-5cbbb35e0b95}	32	2	WNFTrace_Subscribe_V2(UInt64 StateName, UInt32 Subscription, UInt32 NameSub, UInt32 Callback, UInt32 RefCount, UInt32 DeliveryFlags)	Subscribe	Windows Notification Facility Subscribe Unsubscribe
Windows Notification Facility Provider	{42695762-ea50-497a-9068-5cbbb35e0b95}	33	2	WNFTrace_Unsubscribe_V2(UInt64 StateName, UInt32 Subscription, UInt32 NameSub, UInt32 Callback, UInt32 RefCount, UInt32 DeliveryFlags)	Unsubscribe	Windows Notification Facility Subscribe Unsubscribe
Windows Notification Facility Provider	{42695762-ea50-497a-9068-5cbbb35e0b95}	34	2	WNFTrace_Callback_V2(UInt64 StateName, UInt32 Subscription, UInt32 NameSub, UInt32 Callback, UInt32 ChangeStamp, UInt32 DeliveryFlags, UInt32 Return)	Callback	Windows Notification Facility Callback
Windows Notification Facility Provider	{42695762-ea50-497a-9068-5cbbb35e0b95}	35	2	WNFTrace_Publish_V2(UInt64 StateName, UInt32 DataLength)	Publish	Windows Notification Facility Publish
Windows Notification Facility Provider	{42695762-ea50-497a-9068-5cbbb35e0b95}	36	2	WNFTrace_NameSubRundown_V2(UInt64 StateName, UInt32 NameSub)	NameSubRundown	Windows Notification Facility Name Subscription Rundown
