provider	category	event_id	version	event(fields)	event_type	description
ODBCBCP.1	{932B59F2-90C2-D8BA-0956-3975C344AE2B}	17	0	Bid2Etw_ODBCBCP_1_Trace_TextA(UInt32 ModID, Object msgStr)	TextA	ODBCBCP.1 formatted output (A)
ODBCBCP.1	{932B59F2-90C2-D8BA-0956-3975C344AE2B}	18	0	Bid2Etw_ODBCBCP_1_Trace_TextW(UInt32 ModID, Object msgStr)	TextW	ODBCBCP.1 formatted output (W)
