provider	category	event_id	version	event(fields)	event_type	description
MSADOX.1	{6C770D54-0441-AFD4-DCAB-1D89155FECFC}	17	0	MSADOX_TextA(UInt32 ModID, Object msgStr)	TextA	MSADOX.1 formatted output (A)
MSADOX.1	{6C770D54-0441-AFD4-DCAB-1D89155FECFC}	18	0	MSADOX_TextW(UInt32 ModID, Object msgStr)	TextW	MSADOX.1 formatted output (W)
