provider	category	event_id	version	event(fields)	event_type	description
RowsetHelper.1	{74a75b03-36d8-ede6-d10e-95b691503408}	17	0	Bid2Etw_RowsetHelper_1_Trace_TextA(UInt32 ModID, Object msgStr)	TextA	RowsetHelper.1 formatted output (A)
RowsetHelper.1	{74a75b03-36d8-ede6-d10e-95b691503408}	18	0	Bid2Etw_RowsetHelper_1_Trace_TextW(UInt32 ModID, Object msgStr)	TextW	RowsetHelper.1 formatted output (W)
