provider	category	event_id	version	event(fields)	event_type	description
Local Security Authority (LSA)	{2306fe29-dbf6-11d2-9244-006008269001}	1	0	OpTrustedDomByName_Start()	Start	OpenTrustedDomainByName
Local Security Authority (LSA)	{2306fe29-dbf6-11d2-9244-006008269001}	2	0	OpTrustedDomByName_End()	End	OpenTrustedDomainByName
Local Security Authority (LSA)	{2306fe2a-dbf6-11d2-9244-006008269001}	1	0	SetDomainInfoPolicy_Start()	Start	SetDomainInformationPolicy
Local Security Authority (LSA)	{2306fe2a-dbf6-11d2-9244-006008269001}	2	0	SetDomainInfoPolicy_End()	End	SetDomainInformationPolicy
Local Security Authority (LSA)	{2306fe2b-dbf6-11d2-9244-006008269001}	1	0	QueryDomainInfoPolicy_Start()	Start	QueryDomainInformationPolicy
Local Security Authority (LSA)	{2306fe2b-dbf6-11d2-9244-006008269001}	2	0	QueryDomainInfoPolicy_End()	End	QueryDomainInformationPolicy
Local Security Authority (LSA)	{2306fe2c-dbf6-11d2-9244-006008269001}	1	0	CreateTrustedDomEx_Start()	Start	CreateTrustedDomainEx
Local Security Authority (LSA)	{2306fe2c-dbf6-11d2-9244-006008269001}	2	0	CreateTrustedDomEx_End()	End	CreateTrustedDomainEx
Local Security Authority (LSA)	{2306fe2d-dbf6-11d2-9244-006008269001}	1	0	EnumTrstedDomEx_Start()	Start	EnumerateTrustedDomainsEx
Local Security Authority (LSA)	{2306fe2d-dbf6-11d2-9244-006008269001}	2	0	EnumTrstedDomEx_End()	End	EnumerateTrustedDomainsEx
Local Security Authority (LSA)	{2306fe2e-dbf6-11d2-9244-006008269001}	1	0	SetTrstedDomInfoByNam_Start()	Start	SetTrustedDomainInfoByName
Local Security Authority (LSA)	{2306fe2e-dbf6-11d2-9244-006008269001}	2	0	SetTrstedDomInfoByNam_End()	End	SetTrustedDomainInfoByName
Local Security Authority (LSA)	{2306fe2f-dbf6-11d2-9244-006008269001}	1	0	QryTrstDomByNam_Start()	Start	QueryTrustedDomainInfoByName
Local Security Authority (LSA)	{2306fe2f-dbf6-11d2-9244-006008269001}	2	0	QryTrstDomByNam_End()	End	QueryTrustedDomainInfoByName
Local Security Authority (LSA)	{2306fe30-dbf6-11d2-9244-006008269001}	1	0	SetInfoPolicy2_Start()	Start	SetInformationPolicy2
Local Security Authority (LSA)	{2306fe30-dbf6-11d2-9244-006008269001}	2	0	SetInfoPolicy2_End()	End	SetInformationPolicy2
Local Security Authority (LSA)	{2306fe31-dbf6-11d2-9244-006008269001}	1	0	QueryInfoPolicy2_Start()	Start	QueryInformationPolicy2
Local Security Authority (LSA)	{2306fe31-dbf6-11d2-9244-006008269001}	2	0	QueryInfoPolicy2_End()	End	QueryInformationPolicy2
Local Security Authority (LSA)	{2306fe32-dbf6-11d2-9244-006008269001}	1	0	SetInfoTrustedDom_Start()	Start	SetInformationTrustedDomain
Local Security Authority (LSA)	{2306fe32-dbf6-11d2-9244-006008269001}	2	0	SetInfoTrustedDom_End()	End	SetInformationTrustedDomain
Local Security Authority (LSA)	{2306fe33-dbf6-11d2-9244-006008269001}	1	0	QryInfoTrustDom_Start()	Start	QueryInfoTrustedDomain
Local Security Authority (LSA)	{2306fe33-dbf6-11d2-9244-006008269001}	2	0	QryInfoTrustDom_End()	End	QueryInfoTrustedDomain
