provider	category	event_id	version	event(fields)	event_type	description
ACPI Driver Trace Provider	{f2e0e060-bf32-4b88-b8e4-5cad15af6ae9}	1	0	AMLIEvent_Start(String DataString)	Start	AMLI Eval Trace Provider
ACPI Driver Trace Provider	{f2e0e060-bf32-4b88-b8e4-5cad15af6ae9}	2	0	AMLIEvent_End(String DataString)	End	AMLI Eval Trace Provider
