provider	category	event_id	version	event(fields)	event_type	description
MSADCE.1	{76DBA91A-5A36-FC80-2CAD-3185532B7CB1}	17	0	Bid2Etw_MSADCE_1_Trace_TextA(UInt32 ModID, Object msgStr)	TextA	MSADCE.1 formatted output (A)
MSADCE.1	{76DBA91A-5A36-FC80-2CAD-3185532B7CB1}	18	0	Bid2Etw_MSADCE_1_Trace_TextW(UInt32 ModID, Object msgStr)	TextW	MSADCE.1 formatted output (W)
