provider	category	event_id	version	event(fields)	event_type	description
MSADCF.1	{101C0E22-EBBA-A60A-EC3D-58797788928A}	17	0	Bid2Etw_MSADCF_1_Trace_TextA(UInt32 ModID, Object msgStr)	TextA	MSADCF.1 formatted output (A)
MSADCF.1	{101C0E22-EBBA-A60A-EC3D-58797788928A}	18	0	Bid2Etw_MSADCF_1_Trace_TextW(UInt32 ModID, Object msgStr)	TextW	MSADCF.1 formatted output (W)
